Ver,11
DevCount,1,TextFormat,1
DevName,XBPQDYZ,LinkCount,316
NodePath,TagName,TagDesc,ParName,LinkDesc,驱动标志,modbus驱动标志,位起始位,扫描周期,使能位,数据类型,I/O数据地址,是否位访问,表示读取数据时需要获取的数据长度,高字节在前0低字节在前1高位在前,读写标志,取反(读出时),文件号,显示数据的格式,显示小数位的个数(若为一位 则 表示字节内部的高低字节 0 低字节 1 高字节)
西部片区调压站\,testSDV101B_ZI_whz,新捷进口调节阀阀位_维护设定,PV,HR Float:3327,HR Float:3327,-9999,0,0,0,2,3326,0,4,0,0,1,7,0,0
西部片区调压站\,testSDV101B_ZI_whzzt,新捷进口调节阀阀位_维护使能,PV,DO3230,DO3230,-9999,0,0,0,1,3229,0,1,0,0,1,2,0,0
西部片区调压站\,testSDV101C_ZI,广汇进口切断阀阀位,PV,HR Float:3329,HR Float:3329,-9999,0,0,0,2,3328,0,4,0,0,1,7,0,0
西部片区调压站\,testSDV101C_ZI_LoLoLimit,广汇进口切断阀阀位_SLL设定,PV,HR Float:3331,HR Float:3331,-9999,0,0,0,2,3330,0,4,0,0,1,7,0,0
西部片区调压站\,testSDV101C_ZI_LoLimit,广汇进口切断阀阀位_SL设定,PV,HR Float:3333,HR Float:3333,-9999,0,0,0,2,3332,0,4,0,0,1,7,0,0
西部片区调压站\,testSDV101C_ZI_HiLimit,广汇进口切断阀阀位_SH设定,PV,HR Float:3335,HR Float:3335,-9999,0,0,0,2,3334,0,4,0,0,1,7,0,0
西部片区调压站\,testSDV101C_ZI_HiHiLimit,广汇进口切断阀阀位_SHH设定,PV,HR Float:3337,HR Float:3337,-9999,0,0,0,2,3336,0,4,0,0,1,7,0,0
西部片区调压站\,testSDV101C_ZI_LL,广汇进口切断阀阀位_LL报警,PV,DO3231,DO3231,-9999,0,0,0,1,3230,0,1,0,0,1,2,0,0
西部片区调压站\,testSDV101C_ZI_L,广汇进口切断阀阀位_L报警,PV,DO3232,DO3232,-9999,0,0,0,1,3231,0,1,0,0,1,2,0,0
西部片区调压站\,testSDV101C_ZI_H,广汇进口切断阀阀位_H报警,PV,DO3233,DO3233,-9999,0,0,0,1,3232,0,1,0,0,1,2,0,0
西部片区调压站\,testSDV101C_ZI_HH,广汇进口切断阀阀位_HH报警,PV,DO3234,DO3234,-9999,0,0,0,1,3233,0,1,0,0,1,2,0,0
西部片区调压站\,testSDV101C_ZI_whz,广汇进口切断阀阀位_维护设定,PV,HR Float:3339,HR Float:3339,-9999,0,0,0,2,3338,0,4,0,0,1,7,0,0
西部片区调压站\,testSDV101C_ZI_whzzt,广汇进口切断阀阀位_维护使能,PV,DO3235,DO3235,-9999,0,0,0,1,3234,0,1,0,0,1,2,0,0
西部片区调压站\,testSDV101D_ZI,广汇进口调节阀阀位,PV,HR Float:3341,HR Float:3341,-9999,0,0,0,2,3340,0,4,0,0,1,7,0,0
西部片区调压站\,testSDV101D_ZI_LoLoLimit,广汇进口调节阀阀位_SLL设定,PV,HR Float:3343,HR Float:3343,-9999,0,0,0,2,3342,0,4,0,0,1,7,0,0
西部片区调压站\,testSDV101D_ZI_LoLimit,广汇进口调节阀阀位_SL设定,PV,HR Float:3345,HR Float:3345,-9999,0,0,0,2,3344,0,4,0,0,1,7,0,0
西部片区调压站\,testSDV101D_ZI_HiLimit,广汇进口调节阀阀位_SH设定,PV,HR Float:3347,HR Float:3347,-9999,0,0,0,2,3346,0,4,0,0,1,7,0,0
西部片区调压站\,testSDV101D_ZI_HiHiLimit,广汇进口调节阀阀位_SHH设定,PV,HR Float:3349,HR Float:3349,-9999,0,0,0,2,3348,0,4,0,0,1,7,0,0
西部片区调压站\,testSDV101D_ZI_LL,广汇进口调节阀阀位_LL报警,PV,DO3236,DO3236,-9999,0,0,0,1,3235,0,1,0,0,1,2,0,0
西部片区调压站\,testSDV101D_ZI_L,广汇进口调节阀阀位_L报警,PV,DO3237,DO3237,-9999,0,0,0,1,3236,0,1,0,0,1,2,0,0
西部片区调压站\,testSDV101D_ZI_H,广汇进口调节阀阀位_H报警,PV,DO3238,DO3238,-9999,0,0,0,1,3237,0,1,0,0,1,2,0,0
西部片区调压站\,testSDV101D_ZI_HH,广汇进口调节阀阀位_HH报警,PV,DO3239,DO3239,-9999,0,0,0,1,3238,0,1,0,0,1,2,0,0
西部片区调压站\,testSDV101D_ZI_whz,广汇进口调节阀阀位_维护设定,PV,HR Float:3351,HR Float:3351,-9999,0,0,0,2,3350,0,4,0,0,1,7,0,0
西部片区调压站\,testSDV101D_ZI_whzzt,广汇进口调节阀阀位_维护使能,PV,DO3240,DO3240,-9999,0,0,0,1,3239,0,1,0,0,1,2,0,0
西部片区调压站\,testESD,ESD,PV,DO3241,DO3241,-9999,0,0,0,1,3240,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV101_OF,进站电动阀开到位,PV,DO3242,DO3242,-9999,0,0,0,1,3241,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV101_CF,进站电动阀关到位,PV,DO3243,DO3243,-9999,0,0,0,1,3242,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV101_RL,进站电动阀远程就地,PV,DO3244,DO3244,-9999,0,0,0,1,3243,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV101_F,进站电动阀故障,PV,DO3245,DO3245,-9999,0,0,0,1,3244,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV102_OF,进口放空电动阀开到位,PV,DO3246,DO3246,-9999,0,0,0,1,3245,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV102_CF,进口放空电动阀关到位,PV,DO3247,DO3247,-9999,0,0,0,1,3246,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV102_RL,进口放空电动阀远程就地,PV,DO3248,DO3248,-9999,0,0,0,1,3247,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV102_F,进口放空电动阀故障,PV,DO3249,DO3249,-9999,0,0,0,1,3248,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV103_OF,新捷出口放空电动阀开到位,PV,DO3250,DO3250,-9999,0,0,0,1,3249,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV103_CF,新捷出口放空电动阀关到位,PV,DO3251,DO3251,-9999,0,0,0,1,3250,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV103_RL,新捷出口放空电动阀远程就地,PV,DO3252,DO3252,-9999,0,0,0,1,3251,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV103_F,新捷出口放空电动阀故障,PV,DO3253,DO3253,-9999,0,0,0,1,3252,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV104_OF,广汇出口放空电动阀开到位,PV,DO3254,DO3254,-9999,0,0,0,1,3253,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV104_CF,广汇出口放空电动阀关到位,PV,DO3255,DO3255,-9999,0,0,0,1,3254,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV104_RL,广汇出口放空电动阀远程就地,PV,DO3256,DO3256,-9999,0,0,0,1,3255,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV104_F,广汇出口放空电动阀故障,PV,DO3257,DO3257,-9999,0,0,0,1,3256,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV105_OF,广汇出口电动阀开到位,PV,DO3258,DO3258,-9999,0,0,0,1,3257,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV105_CF,广汇出口电动阀关到位,PV,DO3259,DO3259,-9999,0,0,0,1,3258,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV105_RL,广汇出口电动阀远程就地,PV,DO3260,DO3260,-9999,0,0,0,1,3259,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV105_F,广汇出口电动阀故障,PV,DO3261,DO3261,-9999,0,0,0,1,3260,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV106_OF,新捷出口电动阀开到位,PV,DO3262,DO3262,-9999,0,0,0,1,3261,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV106_CF,新捷出口电动阀关到位,PV,DO3263,DO3263,-9999,0,0,0,1,3262,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV106_RL,新捷出口电动阀远程就地,PV,DO3264,DO3264,-9999,0,0,0,1,3263,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV106_F,新捷出口电动阀故障,PV,DO3265,DO3265,-9999,0,0,0,1,3264,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_5_DI_9,预留点位_1_5_DI_9,PV,DO3266,DO3266,-9999,0,0,0,1,3265,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_5_DI_10,预留点位_1_5_DI_10,PV,DO3267,DO3267,-9999,0,0,0,1,3266,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_5_DI_11,预留点位_1_5_DI_11,PV,DO3268,DO3268,-9999,0,0,0,1,3267,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_5_DI_12,预留点位_1_5_DI_12,PV,DO3269,DO3269,-9999,0,0,0,1,3268,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_5_DI_13,预留点位_1_5_DI_13,PV,DO3270,DO3270,-9999,0,0,0,1,3269,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_5_DI_14,预留点位_1_5_DI_14,PV,DO3271,DO3271,-9999,0,0,0,1,3270,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_5_DI_15,预留点位_1_5_DI_15,PV,DO3272,DO3272,-9999,0,0,0,1,3271,0,1,0,0,1,2,0,0
西部片区调压站\,testSDV101A_OF,新捷进口切断阀开到位,PV,DO3273,DO3273,-9999,0,0,0,1,3272,0,1,0,0,1,2,0,0
西部片区调压站\,testSDV101A_CF,新捷进口切断阀关到位,PV,DO3274,DO3274,-9999,0,0,0,1,3273,0,1,0,0,1,2,0,0
西部片区调压站\,testPCV101B_OF,新捷进口调节阀开到位,PV,DO3275,DO3275,-9999,0,0,0,1,3274,0,1,0,0,1,2,0,0
西部片区调压站\,testPCV101B_CF,新捷进口调节阀关到位,PV,DO3276,DO3276,-9999,0,0,0,1,3275,0,1,0,0,1,2,0,0
西部片区调压站\,testSDV101C_OF,广汇进口切断阀开到位,PV,DO3277,DO3277,-9999,0,0,0,1,3276,0,1,0,0,1,2,0,0
西部片区调压站\,testSDV101C_CF,广汇进口切断阀关到位,PV,DO3278,DO3278,-9999,0,0,0,1,3277,0,1,0,0,1,2,0,0
西部片区调压站\,testPCV101D_OF,广汇进口调节阀开到位,PV,DO3279,DO3279,-9999,0,0,0,1,3278,0,1,0,0,1,2,0,0
西部片区调压站\,testPCV101D_CF,广汇进口调节阀关到位,PV,DO3280,DO3280,-9999,0,0,0,1,3279,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_6_DI_8,预留点位_1_6_DI_8,PV,DO3281,DO3281,-9999,0,0,0,1,3280,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_6_DI_9,预留点位_1_6_DI_9,PV,DO3282,DO3282,-9999,0,0,0,1,3281,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_6_DI_10,预留点位_1_6_DI_10,PV,DO3283,DO3283,-9999,0,0,0,1,3282,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_6_DI_11,预留点位_1_6_DI_11,PV,DO3284,DO3284,-9999,0,0,0,1,3283,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_6_DI_12,预留点位_1_6_DI_12,PV,DO3285,DO3285,-9999,0,0,0,1,3284,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_6_DI_13,预留点位_1_6_DI_13,PV,DO3286,DO3286,-9999,0,0,0,1,3285,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_6_DI_14,预留点位_1_6_DI_14,PV,DO3287,DO3287,-9999,0,0,0,1,3286,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_6_DI_15,预留点位_1_6_DI_15,PV,DO3288,DO3288,-9999,0,0,0,1,3287,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_0,预留点位_1_7_DI_0,PV,DO3289,DO3289,-9999,0,0,0,1,3288,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_1,预留点位_1_7_DI_1,PV,DO3290,DO3290,-9999,0,0,0,1,3289,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_2,预留点位_1_7_DI_2,PV,DO3291,DO3291,-9999,0,0,0,1,3290,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_3,预留点位_1_7_DI_3,PV,DO3292,DO3292,-9999,0,0,0,1,3291,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_4,预留点位_1_7_DI_4,PV,DO3293,DO3293,-9999,0,0,0,1,3292,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_5,预留点位_1_7_DI_5,PV,DO3294,DO3294,-9999,0,0,0,1,3293,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_6,预留点位_1_7_DI_6,PV,DO3295,DO3295,-9999,0,0,0,1,3294,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_7,预留点位_1_7_DI_7,PV,DO3296,DO3296,-9999,0,0,0,1,3295,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_8,预留点位_1_7_DI_8,PV,DO3297,DO3297,-9999,0,0,0,1,3296,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_9,预留点位_1_7_DI_9,PV,DO3298,DO3298,-9999,0,0,0,1,3297,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_10,预留点位_1_7_DI_10,PV,DO3299,DO3299,-9999,0,0,0,1,3298,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_11,预留点位_1_7_DI_11,PV,DO3300,DO3300,-9999,0,0,0,1,3299,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_12,预留点位_1_7_DI_12,PV,DO3301,DO3301,-9999,0,0,0,1,3300,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_13,预留点位_1_7_DI_13,PV,DO3302,DO3302,-9999,0,0,0,1,3301,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_14,预留点位_1_7_DI_14,PV,DO3303,DO3303,-9999,0,0,0,1,3302,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_7_DI_15,预留点位_1_7_DI_15,PV,DO3304,DO3304,-9999,0,0,0,1,3303,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV101_ZXO,进站电动阀开阀命令,PV,DO3305,DO3305,-9999,0,0,0,1,3304,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV101_ZXC,进站电动阀关阀命令,PV,DO3306,DO3306,-9999,0,0,0,1,3305,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV102_ZXO,进口放空电动阀开阀命令,PV,DO3307,DO3307,-9999,0,0,0,1,3306,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV102_ZXC,进口放空电动阀关阀命令,PV,DO3308,DO3308,-9999,0,0,0,1,3307,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV103_ZXO,新捷出口放空电动阀开阀命令,PV,DO3309,DO3309,-9999,0,0,0,1,3308,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV103_ZXC,新捷出口放空电动阀关阀命令,PV,DO3310,DO3310,-9999,0,0,0,1,3309,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV104_ZXO,广汇出口放空电动阀开阀命令,PV,DO3311,DO3311,-9999,0,0,0,1,3310,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV104_ZXC,广汇出口放空电动阀关阀命令,PV,DO3312,DO3312,-9999,0,0,0,1,3311,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV105_ZXO,广汇出口电动阀开阀命令,PV,DO3313,DO3313,-9999,0,0,0,1,3312,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV105_ZXC,广汇出口电动阀关阀命令,PV,DO3314,DO3314,-9999,0,0,0,1,3313,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV106_ZXO,新捷出口电动阀开阀命令,PV,DO3315,DO3315,-9999,0,0,0,1,3314,0,1,0,0,1,2,0,0
西部片区调压站\,testESDV106_ZXC,新捷出口电动阀关阀命令,PV,DO3316,DO3316,-9999,0,0,0,1,3315,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_8_DO_12,预留点位_1_8_DO_12,PV,DO3317,DO3317,-9999,0,0,0,1,3316,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_8_DO_13,预留点位_1_8_DO_13,PV,DO3318,DO3318,-9999,0,0,0,1,3317,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_8_DO_14,预留点位_1_8_DO_14,PV,DO3319,DO3319,-9999,0,0,0,1,3318,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_8_DO_15,预留点位_1_8_DO_15,PV,DO3320,DO3320,-9999,0,0,0,1,3319,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_0,预留点位_1_9_DO_0,PV,DO3321,DO3321,-9999,0,0,0,1,3320,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_1,预留点位_1_9_DO_1,PV,DO3322,DO3322,-9999,0,0,0,1,3321,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_2,预留点位_1_9_DO_2,PV,DO3323,DO3323,-9999,0,0,0,1,3322,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_3,预留点位_1_9_DO_3,PV,DO3324,DO3324,-9999,0,0,0,1,3323,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_4,预留点位_1_9_DO_4,PV,DO3325,DO3325,-9999,0,0,0,1,3324,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_5,预留点位_1_9_DO_5,PV,DO3326,DO3326,-9999,0,0,0,1,3325,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_6,预留点位_1_9_DO_6,PV,DO3327,DO3327,-9999,0,0,0,1,3326,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_7,预留点位_1_9_DO_7,PV,DO3328,DO3328,-9999,0,0,0,1,3327,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_8,预留点位_1_9_DO_8,PV,DO3329,DO3329,-9999,0,0,0,1,3328,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_9,预留点位_1_9_DO_9,PV,DO3330,DO3330,-9999,0,0,0,1,3329,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_10,预留点位_1_9_DO_10,PV,DO3331,DO3331,-9999,0,0,0,1,3330,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_11,预留点位_1_9_DO_11,PV,DO3332,DO3332,-9999,0,0,0,1,3331,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_12,预留点位_1_9_DO_12,PV,DO3333,DO3333,-9999,0,0,0,1,3332,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_13,预留点位_1_9_DO_13,PV,DO3334,DO3334,-9999,0,0,0,1,3333,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_14,预留点位_1_9_DO_14,PV,DO3335,DO3335,-9999,0,0,0,1,3334,0,1,0,0,1,2,0,0
西部片区调压站\,testYLDW1_9_DO_15,预留点位_1_9_DO_15,PV,DO3336,DO3336,-9999,0,0,0,1,3335,0,1,0,0,1,2,0,0
西部片区调压站\,testGT_0101,1#可燃气体探测器浓度,PV,HR Float:3353,HR Float:3353,-9999,0,0,0,2,3352,0,4,0,0,1,7,0,0
西部片区调压站\,testGT_0101__H,1#可燃气体探测器浓度高报警,PV,DO3337,DO3337,-9999,0,0,0,1,3336,0,1,0,0,1,2,0,0
西部片区调压站\,testGT_0101__HH,1#可燃气体探测器浓度高高报警,PV,DO3338,DO3338,-9999,0,0,0,1,3337,0,1,0,0,1,2,0,0
西部片区调压站\,testGT_0101__HiHiLimit,1#可燃气体探测器浓度高高限设定值,PV,HR Float:3355,HR Float:3355,-9999,0,0,0,2,3354,0,4,0,0,1,7,0,0
西部片区调压站\,testGT_0101__HiLimit,1#可燃气体探测器浓度高限设定值,PV,HR Float:3357,HR Float:3357,-9999,0,0,0,2,3356,0,4,0,0,1,7,0,0
西部片区调压站\,testGT_0101__XUS,1#可燃气体探测器故障,PV,DO3339,DO3339,-9999,0,0,0,1,3338,0,1,0,0,1,2,0,0
西部片区调压站\,testGT_0101__whz,1#可燃气体探测器浓度维护值,PV,HR Float:3359,HR Float:3359,-9999,0,0,0,2,3358,0,4,0,0,1,7,0,0
西部片区调压站\,testGT_0101__whzzt,1#可燃气体探测器浓度维护值开关,PV,DO3340,DO3340,-9999,0,0,0,1,3339,0,1,0,0,1,2,0,0
西部片区调压站\,testGT_0102,2#可燃气体探测器浓度,PV,HR Float:3361,HR Float:3361,-9999,0,0,0,2,3360,0,4,0,0,1,7,0,0
西部片区调压站\,testGT_0102__H,2#可燃气体探测器浓度高报警,PV,DO3341,DO3341,-9999,0,0,0,1,3340,0,1,0,0,1,2,0,0
西部片区调压站\,testGT_0102__HH,2#可燃气体探测器浓度高高报警,PV,DO3342,DO3342,-9999,0,0,0,1,3341,0,1,0,0,1,2,0,0
西部片区调压站\,testGT_0102__HiHiLimit,2#可燃气体探测器浓度高高限设定值,PV,HR Float:3363,HR Float:3363,-9999,0,0,0,2,3362,0,4,0,0,1,7,0,0
西部片区调压站\,testGT_0102__HiLimit,2#可燃气体探测器浓度高限设定值,PV,HR Float:3365,HR Float:3365,-9999,0,0,0,2,3364,0,4,0,0,1,7,0,0
西部片区调压站\,testGT_0102__XUS,2#可燃气体探测器故障,PV,DO3343,DO3343,-9999,0,0,0,1,3342,0,1,0,0,1,2,0,0
西部片区调压站\,testGT_0102__whz,2#可燃气体探测器浓度维护值,PV,HR Float:3367,HR Float:3367,-9999,0,0,0,2,3366,0,4,0,0,1,7,0,0
西部片区调压站\,testGT_0102__whzzt,2#可燃气体探测器浓度维护值开关,PV,DO3344,DO3344,-9999,0,0,0,1,3343,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0101_AM,1#电动阀手自动状态,PV,DO3345,DO3345,-9999,0,0,0,1,3344,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0101_C_AM,1#电动阀中心手自动切换控制,PV,DO3346,DO3346,-9999,0,0,0,1,3345,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0101_C_CLOSE,1#电动阀中心关控制,PV,DO3347,DO3347,-9999,0,0,0,1,3346,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0101_C_OPEN,1#电动阀中心开控制,PV,DO3348,DO3348,-9999,0,0,0,1,3347,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0101_DA,1#电动阀开关阀门超时报警,PV,DO3349,DO3349,-9999,0,0,0,1,3348,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0101_S_AM,1#电动阀站控手自动切换控制,PV,DO3350,DO3350,-9999,0,0,0,1,3349,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0101_S_CLOSE,1#电动阀站控关控制,PV,DO3351,DO3351,-9999,0,0,0,1,3350,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0101_S_OPEN,1#电动阀站控开控制,PV,DO3352,DO3352,-9999,0,0,0,1,3351,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0101_XSC,1#电动阀关阀控制,PV,DO3353,DO3353,-9999,0,0,0,1,3352,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0101_XSO,1#电动阀开阀控制,PV,DO3354,DO3354,-9999,0,0,0,1,3353,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0101_ZIA,1#电动阀综合故障报警,PV,DO3355,DO3355,-9999,0,0,0,1,3354,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0101_ZIC,1#电动阀关到位,PV,DO3356,DO3356,-9999,0,0,0,1,3355,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0101_ZIO,1#电动阀开到位,PV,DO3357,DO3357,-9999,0,0,0,1,3356,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0101_ZIX,1#电动阀就地/远程状态指示,PV,DO3358,DO3358,-9999,0,0,0,1,3357,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0102_AM,2#电动阀手自动状态,PV,DO3359,DO3359,-9999,0,0,0,1,3358,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0102_C_AM,2#电动阀中心手自动切换控制,PV,DO3360,DO3360,-9999,0,0,0,1,3359,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0102_C_CLOSE,2#电动阀中心关控制,PV,DO3361,DO3361,-9999,0,0,0,1,3360,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0102_C_OPEN,2#电动阀中心开控制,PV,DO3362,DO3362,-9999,0,0,0,1,3361,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0102_DA,2#电动阀开关阀门超时报警,PV,DO3363,DO3363,-9999,0,0,0,1,3362,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0102_S_AM,2#电动阀站控手自动切换控制,PV,DO3364,DO3364,-9999,0,0,0,1,3363,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0102_S_CLOSE,2#电动阀站控关控制,PV,DO3365,DO3365,-9999,0,0,0,1,3364,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0102_S_OPEN,2#电动阀站控开控制,PV,DO3366,DO3366,-9999,0,0,0,1,3365,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0102_XSC,2#电动阀关阀控制,PV,DO3367,DO3367,-9999,0,0,0,1,3366,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0102_XSO,2#电动阀开阀控制,PV,DO3368,DO3368,-9999,0,0,0,1,3367,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0102_ZIA,2#电动阀综合故障报警,PV,DO3369,DO3369,-9999,0,0,0,1,3368,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0102_ZIC,2#电动阀关到位,PV,DO3370,DO3370,-9999,0,0,0,1,3369,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0102_ZIO,2#电动阀开到位,PV,DO3371,DO3371,-9999,0,0,0,1,3370,0,1,0,0,1,2,0,0
西部片区调压站\,testMOV0102_ZIX,2#电动阀就地/远程状态指示,PV,DO3372,DO3372,-9999,0,0,0,1,3371,0,1,0,0,1,2,0,0

NetSourceCount,0

InterLinkCount,64
SourceNodePath,SourceTagName,SourceParName,LinkLongTagName,LinkParName
西部片区调压站\,testPT_0101,LL,西部片区调压站\testPT_0101_LoLoLimit,PV
西部片区调压站\,testPT_0101,LO,西部片区调压站\testPT_0101_LoLimit,PV
西部片区调压站\,testPT_0101,HI,西部片区调压站\testPT_0101_HiLimit,PV
西部片区调压站\,testPT_0101,HH,西部片区调压站\testPT_0101_HiHiLimit,PV
西部片区调压站\,testPT_0102,LL,西部片区调压站\testPT_0102_LoLoLimit,PV
西部片区调压站\,testPT_0102,LO,西部片区调压站\testPT_0102_LoLimit,PV
西部片区调压站\,testPT_0102,HI,西部片区调压站\testPT_0102_HiLimit,PV
西部片区调压站\,testPT_0102,HH,西部片区调压站\testPT_0102_HiHiLimit,PV
西部片区调压站\,testPT_0103,LL,西部片区调压站\testPT_0103_LoLoLimit,PV
西部片区调压站\,testPT_0103,LO,西部片区调压站\testPT_0103_LoLimit,PV
西部片区调压站\,testPT_0103,HI,西部片区调压站\testPT_0103_HiLimit,PV
