Ver,11
DevCount,1,TextFormat,1
DevName,XBPQTYZ,LinkCount,205
NodePath,TagName,TagDesc,ParName,LinkDesc,连接标志,modbus批量建点标志,位运算结束位,批量下置,矢能点,操作类型,I/O数据地址,是否有位操作,表示驱动程序需要读取的数据长,单字节是0低八位；1高八位；,读写标志,数据实际长度,文件号,表示数据的格式,表示按位操作的那一位 或 单字节操作的高低字节 0 低字节 1 高字节
西部片区调压站\,B280902TT0102_MAINV,至新捷出口温度维护值,PV,HR Float:3163,HR Float:310P,-9999,0,0,0,2,3162,0,4,0,0,1,1,7,0
西部片区调压站\,B280902TT0102_SHH,至新捷出口温度高高限,PV,HR Float:3165,HR Float:310Q,-9999,0,0,0,2,3164,0,4,0,0,1,1,7,0
西部片区调压站\,B280902TT0102_SH,至新捷出口温度高限,PV,HR Float:3167,HR Float:310R,-9999,0,0,0,2,3166,0,4,0,0,1,1,7,0
西部片区调压站\,B280902TT0102_SL,至新捷出口温度低限,PV,HR Float:3169,HR Float:310S,-9999,0,0,0,2,3168,0,4,0,0,1,1,7,0
西部片区调压站\,B280902TT0102_SLL,至新捷出口温度低低限,PV,HR Float:3171,HR Float:310T,-9999,0,0,0,2,3170,0,4,0,0,1,1,7,0
西部片区调压站\,B280902TT0103,至广汇出口温度,PV,HR Float:3173,HR Float:310U,-9999,0,0,0,2,3172,0,4,0,0,1,1,7,0
西部片区调压站\,B280902TT0103_MAINV,至广汇出口温度维护值,PV,HR Float:3175,HR Float:310V,-9999,0,0,0,2,3174,0,4,0,0,1,1,7,0
西部片区调压站\,B280902TT0103_SHH,至广汇出口温度高高限,PV,HR Float:3177,HR Float:310W,-9999,0,0,0,2,3176,0,4,0,0,1,1,7,0
西部片区调压站\,B280902TT0103_SH,至广汇出口温度高限,PV,HR Float:3179,HR Float:310X,-9999,0,0,0,2,3178,0,4,0,0,1,1,7,0
西部片区调压站\,B280902TT0103_SL,至广汇出口温度低限,PV,HR Float:3181,HR Float:310Y,-9999,0,0,0,2,3180,0,4,0,0,1,1,7,0
西部片区调压站\,B280902TT0103_SLL,至广汇出口温度低低限,PV,HR Float:3183,HR Float:310Z,-9999,0,0,0,2,3182,0,4,0,0,1,1,7,0
西部片区调压站\,B280902PDT0101,至新捷调压区压差,PV,HR Float:3185,HR Float:310[,-9999,0,0,0,2,3184,0,4,0,0,1,1,7,0
西部片区调压站\,B280902PDT0101_MAINV,至新捷调压区压差维护值,PV,HR Float:3187,HR Float:310\,-9999,0,0,0,2,3186,0,4,0,0,1,1,7,0
西部片区调压站\,B280902PDT0101_SHH,至新捷调压区压差高高限,PV,HR Float:3189,HR Float:310],-9999,0,0,0,2,3188,0,4,0,0,1,1,7,0
西部片区调压站\,B280902PDT0101_SH,至新捷调压区压差高限,PV,HR Float:3191,HR Float:310^,-9999,0,0,0,2,3190,0,4,0,0,1,1,7,0
西部片区调压站\,B280902PDT0102,至广汇调压区压差,PV,HR Float:3193,HR Float:3193,-9999,0,0,0,2,3192,0,4,0,0,1,1,7,0
西部片区调压站\,B280902PDT0102_MAINV,至广汇调压区压差维护值,PV,HR Float:3195,HR Float:310`,-9999,0,0,0,2,3194,0,4,0,0,1,1,7,0
西部片区调压站\,B280902PDT0102_SHH,至广汇调压区压差高高限,PV,HR Float:3197,HR Float:310a,-9999,0,0,0,2,3196,0,4,0,0,1,1,7,0
西部片区调压站\,B280902PDT0102_SH,至广汇调压区压差高限,PV,HR Float:3199,HR Float:310b,-9999,0,0,0,2,3198,0,4,0,0,1,1,7,0
西部片区调压站\,B280902SDV101A_ZI,新捷进口切断阀阀位,PV,HR Float:3201,HR Float:310c,-9999,0,0,0,2,3200,0,4,0,0,1,1,7,0
西部片区调压站\,B280902PCV101B_ZI,新捷进口调节阀阀位,PV,HR Float:3203,HR Float:310d,-9999,0,0,0,2,3202,0,4,0,0,1,1,7,0
西部片区调压站\,B280902SDV101C_ZI,广汇进口切断阀阀位,PV,HR Float:3205,HR Float:310e,-9999,0,0,0,2,3204,0,4,0,0,1,1,7,0
西部片区调压站\,B280902PCV101D_ZI,广汇进口调节阀阀位,PV,HR Float:3207,HR Float:310f,-9999,0,0,0,2,3206,0,4,0,0,1,1,7,0
西部片区调压站\,B280902PCS_SECOND,PCS系统时间中的秒数,PV,HR Short:3051,HR Short:3051,-9999,0,0,0,2,3050,0,2,0,0,1,1,2,0
西部片区调压站\,B280902PCS_MINUTE,PCS系统时间中的分钟,PV,HR Short:3052,HR Short:3052,-9999,0,0,0,2,3051,0,2,0,0,1,1,2,0
西部片区调压站\,B280902PCS_HOUR,PCS系统时间中的小时,PV,HR Short:3053,HR Short:3053,-9999,0,0,0,2,3052,0,2,0,0,1,1,2,0
西部片区调压站\,B280902PCS_DAY,PCS系统时间中的日期,PV,HR Short:3054,HR Short:3054,-9999,0,0,0,2,3053,0,2,0,0,1,1,2,0
西部片区调压站\,B280902PCS_MONTH,PCS系统时间中的月份,PV,HR Short:3055,HR Short:3055,-9999,0,0,0,2,3054,0,2,0,0,1,1,2,0
西部片区调压站\,B280902PCS_YEAR,PCS系统时间中的年份,PV,HR Short:3056,HR Short:3056,-9999,0,0,0,2,3055,0,2,0,0,1,1,2,0
西部片区调压站\,B280902C_HMI_SECOND,中心HMI的秒数,PV,HR Short:3057,HR Short:3057,-9999,0,0,0,2,3056,0,2,0,0,1,1,2,0
西部片区调压站\,B280902C_HMI_MINUTE,中心HMI的分钟,PV,HR Short:3058,HR Short:3058,-9999,0,0,0,2,3057,0,2,0,0,1,1,2,0
西部片区调压站\,B280902C_HMI_HOUR,中心HMI的小时,PV,HR Short:3059,HR Short:3059,-9999,0,0,0,2,3058,0,2,0,0,1,1,2,0
西部片区调压站\,B280902C_HMI_DAY,中心HMI的日期,PV,HR Short:3060,HR Short:3060,-9999,0,0,0,2,3059,0,2,0,0,1,1,2,0
西部片区调压站\,B280902C_HMI_MONTH,中心HMI的月份,PV,HR Short:3061,HR Short:3061,-9999,0,0,0,2,3060,0,2,0,0,1,1,2,0
西部片区调压站\,B280902C_HMI_YEAR,中心HMI的年份,PV,HR Short:3062,HR Short:3062,-9999,0,0,0,2,3061,0,2,0,0,1,1,2,0
西部片区调压站\,B280902S_HMI_SECOND,站控HMI的秒数,PV,HR Short:3063,HR Short:3063,-9999,0,0,0,2,3062,0,2,0,0,1,1,2,0
西部片区调压站\,B280902S_HMI_MINUTE,站控HMI的分钟,PV,HR Short:3064,HR Short:3064,-9999,0,0,0,2,3063,0,2,0,0,1,1,2,0
西部片区调压站\,B280902S_HMI_HOUR,站控HMI的小时,PV,HR Short:3065,HR Short:3065,-9999,0,0,0,2,3064,0,2,0,0,1,1,2,0
西部片区调压站\,B280902S_HMI_DAY,站控HMI的日期,PV,HR Short:3066,HR Short:3066,-9999,0,0,0,2,3065,0,2,0,0,1,1,2,0
西部片区调压站\,B280902S_HMI_MONTH,站控HMI的月份,PV,HR Short:3067,HR Short:3067,-9999,0,0,0,2,3066,0,2,0,0,1,1,2,0
西部片区调压站\,B280902S_HMI_YEAR,站控HMI的年份,PV,HR Short:3068,HR Short:3068,-9999,0,0,0,2,3067,0,2,0,0,1,1,2,0

NetSourceCount,0

InterLinkCount,32
SourceNodePath,SourceTagName,SourceParName,LinkLongTagName,LinkParName
西部片区调压站\,B280902PT0101,LL,西部片区调压站\B280902PT0101_SLL,PV
西部片区调压站\,B280902PT0101,LO,西部片区调压站\B280902PT0101_SL,PV
西部片区调压站\,B280902PT0101,HI,西部片区调压站\B280902PT0101_SH,PV
西部片区调压站\,B280902PT0101,HH,西部片区调压站\B280902PT0101_SHH,PV
西部片区调压站\,B280902PT0102,LL,西部片区调压站\B280902PT0102_SLL,PV
西部片区调压站\,B280902PT0102,LO,西部片区调压站\B280902PT0102_SL,PV
西部片区调压站\,B280902PT0102,HI,西部片区调压站\B280902PT0102_SH,PV
西部片区调压站\,B280902PT0102,HH,西部片区调压站\B280902PT0102_SHH,PV
西部片区调压站\,B280902PT0103,LL,西部片区调压站\B280902PT0103_SLL,PV
西部片区调压站\,B280902PT0103,LO,西部片区调压站\B280902PT0103_SL,PV
西部片区调压站\,B280902PT0103,HI,西部片区调压站\B280902PT0103_SH,PV
西部片区调压站\,B280902PT0103,HH,西部片区调压站\B280902PT0103_SHH,PV
西部片区调压站\,B280902PT0104,LL,西部片区调压站\B280902PT0104_SLL,PV
西部片区调压站\,B280902PT0104,LO,西部片区调压站\B280902PT0104_SL,PV
西部片区调压站\,B280902PT0104,HI,西部片区调压站\B280902PT0104_SH,PV
西部片区调压站\,B280902PT0104,HH,西部片区调压站\B280902PT0104_SHH,PV
西部片区调压站\,B280902TT0101,LL,西部片区调压站\B280902TT0101_SLL,PV
西部片区调压站\,B280902TT0101,LO,西部片区调压站\B280902TT0101_SL,PV
西部片区调压站\,B280902TT0101,HI,西部片区调压站\B280902TT0101_SH,PV
西部片区调压站\,B280902TT0101,HH,西部片区调压站\B280902TT0101_SHH,PV
西部片区调压站\,B280902TT0102,LL,西部片区调压站\B280902TT0102_SLL,PV
西部片区调压站\,B280902TT0102,LO,西部片区调压站\B280902TT0102_SL,PV
西部片区调压站\,B280902TT0102,HI,西部片区调压站\B280902TT0102_SH,PV
西部片区调压站\,B280902TT0102,HH,西部片区调压站\B280902TT0102_SHH,PV
西部片区调压站\,B280902TT0103,LL,西部片区调压站\B280902TT0103_SLL,PV
西部片区调压站\,B280902TT0103,LO,西部片区调压站\B280902TT0103_SL,PV
西部片区调压站\,B280902TT0103,HI,西部片区调压站\B280902TT0103_SH,PV
西部片区调压站\,B280902TT0103,HH,西部片区调压站\B280902TT0103_SHH,PV
西部片区调压站\,B280902PDT0101,HH,西部片区调压站\B280902PDT0101_SHH,PV
西部片区调压站\,B280902PDT0101,HI,西部片区调压站\B280902PDT0101_SH,PV
西部片区调压站\,B280902PDT0102,HH,西部片区调压站\B280902PDT0102_SHH,PV
西部片区调压站\,B280902PDT0102,HI,西部片区调压站\B280902PDT0102_SH,PV

DataServerDriverCount,0
